id,text,category,mood,weight,source_type,nsfw_level,created_at
295,жила я там. стабильность точно была. но вот остальное возвращать никак не хотелось бы,telegram_chat,natural,1,telegram_chat_corpus,0,
296,"все люди принадлежат себе особенно на пенсии, однако, они всегда кем то арендованы.",telegram_chat,natural,1,telegram_chat_corpus,0,
297,"я не думаю, что это нормально. зачем продавать то, что дает тебе жизнь?",telegram_chat,natural,1,telegram_chat_corpus,0,
298,"художественную литературу, справочники, словари. все, что под руку попадет",telegram_chat,natural,1,telegram_chat_corpus,0,
299,"вот мне кажется, что глупых людей не бывает. а вы как думаете?",telegram_chat,natural,1,telegram_chat_corpus,0,
301,"это на каком языке, интересно?",telegram_chat,natural,1,telegram_chat_corpus,0,
302,хотели бы вы номер своей тачушки носить еще и приклееным к спине?,telegram_chat,natural,1,telegram_chat_corpus,0,
303,"подскажите пожалуйста, что для меня выгоднее сделать? получить дарственную или куплю продажу, от моей бабушки",telegram_chat,natural,1,telegram_chat_corpus,0,
304,лучше подожди до вечера,telegram_chat,natural,1,telegram_chat_corpus,0,
305,"распался на веки союз нерушимый, а скоро туда же великая русь?",telegram_chat,natural,1,telegram_chat_corpus,0,
306,как познакомиться с знаменитостью?,telegram_chat,natural,1,telegram_chat_corpus,0,
307,богатый мущщина-это скоко в долларах?,telegram_chat,natural,1,telegram_chat_corpus,0,
308,"наверное, если работа-отстой, то никакой отдых не поможет",telegram_chat,natural,1,telegram_chat_corpus,0,
309,военные знают свое дело,telegram_chat,natural,1,telegram_chat_corpus,0,
310,"по-моему, половая принадлежность вообще значения не имеет в данном случае.",telegram_chat,natural,1,telegram_chat_corpus,0,
311,китайские руки работают быстрее чем наши мысли,telegram_chat,natural,1,telegram_chat_corpus,0,
312,можно использовать в качестве подарка. мне на день рождения,telegram_chat,natural,1,telegram_chat_corpus,0,
313,я не понимаюза что меня можно любитьчто мне делать,telegram_chat,natural,1,telegram_chat_corpus,0,
314,у нас был батл,telegram_chat,natural,1,telegram_chat_corpus,0,
315,я хочу потолстеть подскажите как?,telegram_chat,natural,1,telegram_chat_corpus,0,
316,"кто рано встает, тот всех достает",telegram_chat,natural,1,telegram_chat_corpus,0,
317,"не ошибается только тот, кто ничего не делает",telegram_chat,natural,1,telegram_chat_corpus,0,
318,исцелениие происходит во время чтения корана.,telegram_chat,natural,1,telegram_chat_corpus,0,
319,правда ли что от чипсов растут бока?,telegram_chat,natural,1,telegram_chat_corpus,0,
320,почему вы девчонки письки свои бреете нашими станками? а?,telegram_chat,natural,1,telegram_chat_corpus,0,
321,"народ, на каком сайте вы заказываете контрольные? а то мне поподалось только кидалово",telegram_chat,natural,1,telegram_chat_corpus,0,
322,это как расслабленная улыбка,telegram_chat,natural,1,telegram_chat_corpus,0,
323,а где интересней в опере или с опером?,telegram_chat,natural,1,telegram_chat_corpus,0,
324,на руках носить прям по городу,telegram_chat,natural,1,telegram_chat_corpus,0,
325,какой суп больше всего любите?,telegram_chat,natural,1,telegram_chat_corpus,0,
326,"не, не люблю женщин нервировать. они же и отомстить могут",telegram_chat,natural,1,telegram_chat_corpus,0,
327,ну интересно им об этом вставлю фильтр и внимательно не слушаю,telegram_chat,natural,1,telegram_chat_corpus,0,
328,это правда,telegram_chat,natural,1,telegram_chat_corpus,0,
329,просто приходи.,telegram_chat,natural,1,telegram_chat_corpus,0,
330,а почему сахар белая смерть?,telegram_chat,natural,1,telegram_chat_corpus,0,
331,я обмену не подлежу.,telegram_chat,natural,1,telegram_chat_corpus,0,
332,а что тебя можно научить,telegram_chat,natural,1,telegram_chat_corpus,0,
333,а вы встречаете по одежке?,telegram_chat,natural,1,telegram_chat_corpus,0,
334,"всегда была пользой, на ней детей вскармливали. это же из пшеницы, там много полезных веществ.",telegram_chat,natural,1,telegram_chat_corpus,0,
335,"как называется жанр прозы, состоящий из блоков цитат других авторов?",telegram_chat,natural,1,telegram_chat_corpus,0,
